SSID, BSS, RSSI, Channel, Time
"SABANCIUNIV", "9C:1C:12:06:44:60", "-63", "1", "17:46:27"
"SABANCIUNIV", "9C:1C:12:06:44:60", "-63", "1", "17:46:31"
"SABANCIUNIV", "9C:1C:12:06:44:60", "-75", "1", "17:46:34"
"SABANCIUNIV", "9C:1C:12:06:44:60", "-85", "1", "17:46:37"
"SABANCIUNIV", "9C:1C:12:06:44:60", "-85", "1", "17:46:39"
"SABANCIUNIV", "9C:1C:12:06:44:60", "-85", "1", "17:46:42"
"SABANCIUNIV", "9C:1C:12:06:44:60", "-85", "1", "17:46:44"
"SABANCIUNIV", "9C:1C:12:50:90:40", "-65", "1", "17:45:19"
"SABANCIUNIV", "9C:1C:12:50:90:40", "-71", "1", "17:45:22"
"SABANCIUNIV", "9C:1C:12:50:90:40", "-65", "1", "17:45:25"
"SABANCIUNIV", "9C:1C:12:50:90:40", "-65", "1", "17:45:28"
"SABANCIUNIV", "9C:1C:12:50:90:40", "-61", "1", "17:45:31"
"SABANCIUNIV", "9C:1C:12:50:90:40", "-80", "1", "17:45:34"
"SABANCIUNIV", "9C:1C:12:50:90:40", "-66", "1", "17:45:37"
"SABANCIUNIV", "9C:1C:12:50:90:40", "-59", "1", "17:45:40"
"SABANCIUNIV", "9C:1C:12:50:90:40", "-62", "1", "17:45:43"
"SABANCIUNIV", "9C:1C:12:50:90:40", "-62", "1", "17:45:46"
"SABANCIUNIV", "9C:1C:12:50:90:40", "-77", "1", "17:45:49"
"SABANCIUNIV", "9C:1C:12:50:90:40", "-86", "1", "17:45:52"
"SABANCIUNIV", "9C:1C:12:06:46:20", "-61", "1", "17:46:27"
"SABANCIUNIV", "9C:1C:12:06:46:20", "-62", "1", "17:46:31"
"SABANCIUNIV", "9C:1C:12:06:46:20", "-47", "1", "17:46:34"
"SABANCIUNIV", "9C:1C:12:06:46:20", "-42", "1", "17:46:37"
"SABANCIUNIV", "9C:1C:12:06:46:20", "-66", "1", "17:46:39"
"SABANCIUNIV", "9C:1C:12:06:46:20", "-65", "1", "17:46:42"
"SABANCIUNIV", "9C:1C:12:06:46:20", "-69", "1", "17:46:44"
"SABANCIUNIV", "9C:1C:12:06:49:B0", "-91", "52", "17:45:49"
"SABANCIUNIV", "9C:1C:12:06:49:B0", "-80", "52", "17:45:52"
"SABANCIUNIV", "9C:1C:12:06:49:B0", "-70", "52", "17:46:27"
"SABANCIUNIV", "9C:1C:12:06:49:B0", "-74", "52", "17:46:31"
"SABANCIUNIV", "9C:1C:12:06:49:B0", "-62", "52", "17:46:34"
"SABANCIUNIV", "9C:1C:12:06:49:B0", "-57", "52", "17:46:37"
"SABANCIUNIV", "9C:1C:12:06:49:B0", "-55", "52", "17:46:39"
"SABANCIUNIV", "9C:1C:12:06:49:B0", "-41", "52", "17:46:42"
"SABANCIUNIV", "9C:1C:12:06:49:B0", "-60", "52", "17:46:44"
"SUGuest", "B4:5D:50:1F:CD:C1", "-75", "6", "17:45:19"
"SUGuest", "B4:5D:50:1F:CD:C1", "-79", "6", "17:45:22"
"SUGuest", "B4:5D:50:1F:CD:C1", "-73", "6", "17:45:25"
"SUGuest", "B4:5D:50:1F:CD:C1", "-73", "6", "17:45:28"
"SUGuest", "B4:5D:50:1F:CD:C1", "-83", "6", "17:45:31"
"SUGuest", "B4:5D:50:1F:CD:C1", "-77", "6", "17:45:34"
"SUGuest", "B4:5D:50:1F:CD:C1", "-78", "6", "17:45:37"
"SUGuest", "B4:5D:50:1F:CD:C1", "-73", "6", "17:45:40"
"SUGuest", "B4:5D:50:1F:CD:C1", "-73", "6", "17:45:43"
"SUGuest", "B4:5D:50:1F:CD:C1", "-73", "6", "17:45:46"
"SUGuest", "B4:5D:50:1F:CD:C1", "-59", "6", "17:45:49"
"SUGuest", "B4:5D:50:1F:CD:C1", "-57", "6", "17:45:52"
"SUGuest", "B4:5D:50:1F:CD:C1", "-72", "6", "17:46:27"
"SUGuest", "B4:5D:50:1F:CD:C1", "-72", "6", "17:46:31"
"SUGuest", "B4:5D:50:1F:CD:C1", "-72", "6", "17:46:34"
"SUGuest", "B4:5D:50:1F:CD:C1", "-72", "6", "17:46:37"
"SUGuest", "B4:5D:50:1F:CD:C1", "-72", "6", "17:46:39"
"SUGuest", "B4:5D:50:1F:CD:C1", "-64", "6", "17:46:42"
"SUGuest", "B4:5D:50:1F:CD:C1", "-57", "6", "17:46:44"
"SABANCIUNIV", "B4:5D:50:1F:D3:90", "-89", "128", "17:45:52"
"SABANCIUNIV", "B4:5D:50:1F:D3:90", "-93", "128", "17:46:27"
"SABANCIUNIV", "B4:5D:50:1F:D3:90", "-93", "128", "17:46:31"
"SABANCIUNIV", "B4:5D:50:1F:D3:90", "-85", "128", "17:46:34"
"SABANCIUNIV", "B4:5D:50:1F:D3:90", "-80", "128", "17:46:37"
"SABANCIUNIV", "B4:5D:50:1F:D3:90", "-79", "128", "17:46:39"
"SABANCIUNIV", "B4:5D:50:1F:D3:90", "-81", "128", "17:46:42"
"SABANCIUNIV", "B4:5D:50:1F:D3:90", "-84", "128", "17:46:44"
"SABANCIUNIV", "9C:1C:12:06:40:50", "-90", "36", "17:46:27"
"SABANCIUNIV", "9C:1C:12:06:40:50", "-88", "36", "17:46:31"
"SABANCIUNIV", "9C:1C:12:06:40:50", "-81", "36", "17:46:34"
"SABANCIUNIV", "9C:1C:12:06:40:50", "-81", "36", "17:46:37"
"SABANCIUNIV", "9C:1C:12:06:40:50", "-83", "36", "17:46:39"
"SABANCIUNIV", "9C:1C:12:06:40:50", "-91", "36", "17:46:42"
"SABANCIUNIV", "9C:1C:12:06:40:50", "-91", "36", "17:46:44"
"SABANCIUNIV", "9C:1C:12:05:DD:20", "-89", "6", "17:45:19"
"SABANCIUNIV", "9C:1C:12:05:DD:20", "-89", "6", "17:45:22"
"SABANCIUNIV", "9C:1C:12:05:DD:20", "-89", "6", "17:45:25"
"SABANCIUNIV", "9C:1C:12:05:DD:20", "-89", "6", "17:45:28"
"SABANCIUNIV", "9C:1C:12:05:DD:20", "-89", "6", "17:45:31"
"SABANCIUNIV", "9C:1C:12:05:DD:20", "-89", "6", "17:45:34"
"SABANCIUNIV", "9C:1C:12:05:DD:20", "-89", "6", "17:45:37"
"SABANCIUNIV", "9C:1C:12:05:DD:20", "-89", "6", "17:45:43"
"SABANCIUNIV", "9C:1C:12:05:DD:20", "-82", "6", "17:45:46"
"SABANCIUNIV", "9C:1C:12:05:DD:20", "-82", "6", "17:45:49"
"SABANCIUNIV", "9C:1C:12:05:DD:20", "-82", "6", "17:45:52"
"SUGuest", "9C:1C:12:05:9D:21", "-60", "11", "17:46:27"
"SUGuest", "9C:1C:12:05:9D:21", "-69", "11", "17:46:31"
"SUGuest", "9C:1C:12:05:9D:21", "-64", "11", "17:46:34"
"SUGuest", "9C:1C:12:05:9D:21", "-67", "11", "17:46:37"
"SUGuest", "9C:1C:12:05:9D:21", "-67", "11", "17:46:39"
"SUGuest", "9C:1C:12:05:9D:21", "-67", "11", "17:46:42"
"SUGuest", "9C:1C:12:05:9D:21", "-67", "11", "17:46:44"
"SABANCIUNIV", "9C:1C:12:06:47:80", "-73", "1", "17:45:19"
"SABANCIUNIV", "9C:1C:12:06:47:80", "-74", "1", "17:45:22"
"SABANCIUNIV", "9C:1C:12:06:47:80", "-66", "1", "17:45:25"
"SABANCIUNIV", "9C:1C:12:06:47:80", "-67", "1", "17:45:28"
"SABANCIUNIV", "9C:1C:12:06:47:80", "-64", "1", "17:45:31"
"SABANCIUNIV", "9C:1C:12:06:47:80", "-72", "1", "17:45:34"
"SABANCIUNIV", "9C:1C:12:06:47:80", "-61", "1", "17:45:37"
"SABANCIUNIV", "9C:1C:12:06:47:80", "-68", "1", "17:45:40"
"SABANCIUNIV", "9C:1C:12:06:47:80", "-64", "1", "17:45:43"
"SABANCIUNIV", "9C:1C:12:06:47:80", "-63", "1", "17:45:46"
"SABANCIUNIV", "9C:1C:12:06:47:80", "-41", "1", "17:45:49"
"SABANCIUNIV", "9C:1C:12:06:47:80", "-57", "1", "17:45:52"
"SUGuest", "9C:1C:12:50:90:41", "-65", "1", "17:45:19"
"SUGuest", "9C:1C:12:50:90:41", "-71", "1", "17:45:22"
"SUGuest", "9C:1C:12:50:90:41", "-65", "1", "17:45:25"
"SUGuest", "9C:1C:12:50:90:41", "-65", "1", "17:45:28"
"SUGuest", "9C:1C:12:50:90:41", "-62", "1", "17:45:31"
"SUGuest", "9C:1C:12:50:90:41", "-81", "1", "17:45:34"
"SUGuest", "9C:1C:12:50:90:41", "-66", "1", "17:45:37"
"SUGuest", "9C:1C:12:50:90:41", "-59", "1", "17:45:40"
"SUGuest", "9C:1C:12:50:90:41", "-62", "1", "17:45:43"
"SUGuest", "9C:1C:12:50:90:41", "-72", "1", "17:45:46"
"SUGuest", "9C:1C:12:50:90:41", "-77", "1", "17:45:49"
"SUGuest", "9C:1C:12:50:90:41", "-77", "1", "17:45:52"
"SUGuest", "9C:1C:12:06:46:21", "-58", "1", "17:46:27"
"SUGuest", "9C:1C:12:06:46:21", "-67", "1", "17:46:31"
"SUGuest", "9C:1C:12:06:46:21", "-44", "1", "17:46:34"
"SUGuest", "9C:1C:12:06:46:21", "-40", "1", "17:46:37"
"SUGuest", "9C:1C:12:06:46:21", "-59", "1", "17:46:39"
"SUGuest", "9C:1C:12:06:46:21", "-66", "1", "17:46:42"
"SUGuest", "9C:1C:12:06:46:21", "-67", "1", "17:46:44"
"SABANCIUNIV", "34:FC:B9:BE:D2:90", "-58", "100", "17:45:19"
"SABANCIUNIV", "34:FC:B9:BE:D2:90", "-52", "100", "17:45:22"
"SABANCIUNIV", "34:FC:B9:BE:D2:90", "-38", "100", "17:45:25"
"SABANCIUNIV", "34:FC:B9:BE:D2:90", "-54", "100", "17:45:28"
"SABANCIUNIV", "34:FC:B9:BE:D2:90", "-59", "100", "17:45:31"
"SABANCIUNIV", "34:FC:B9:BE:D2:90", "-51", "100", "17:45:34"
"SABANCIUNIV", "34:FC:B9:BE:D2:90", "-44", "100", "17:45:37"
"SABANCIUNIV", "34:FC:B9:BE:D2:90", "-50", "100", "17:45:40"
"SABANCIUNIV", "34:FC:B9:BE:D2:90", "-68", "100", "17:45:43"
"SABANCIUNIV", "34:FC:B9:BE:D2:90", "-67", "100", "17:45:46"
"SABANCIUNIV", "34:FC:B9:BE:D2:90", "-75", "100", "17:45:49"
"SABANCIUNIV", "34:FC:B9:BE:D2:90", "-84", "100", "17:45:52"
"SABANCIUNIV", "9C:1C:12:06:46:30", "-87", "140", "17:45:46"
"SABANCIUNIV", "9C:1C:12:06:46:30", "-88", "140", "17:45:49"
"SABANCIUNIV", "9C:1C:12:06:46:30", "-91", "140", "17:45:52"
"SABANCIUNIV", "9C:1C:12:06:46:30", "-60", "140", "17:46:27"
"SABANCIUNIV", "9C:1C:12:06:46:30", "-50", "140", "17:46:31"
