Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2022-10-24 03:25:20;1666571121.1408792;portrait;0.1086578369140625;-0.4022674560546875;-0.924957275390625;
2022-10-24 03:25:20;1666571121.145951;portrait;0.080291748046875;-0.393341064453125;-0.959930419921875;
2022-10-24 03:25:20;1666571121.147898;portrait;0.0949554443359375;-0.378448486328125;-0.9619293212890625;
2022-10-24 03:25:20;1666571121.152213;portrait;0.1199188232421875;-0.366058349609375;-0.924072265625;
2022-10-24 03:25:20;1666571121.155009;portrait;0.1276092529296875;-0.4014129638671875;-1.004180908203125;
2022-10-24 03:25:20;1666571121.169889;portrait;0.12890625;-0.40057373046875;-0.8746185302734375;
2022-10-24 03:25:20;1666571121.17363;portrait;0.1005401611328125;-0.3980865478515625;-0.9150390625;
2022-10-24 03:25:20;1666571121.225338;portrait;0.0993194580078125;-0.3972320556640625;-0.921875;
2022-10-24 03:25:20;1666571121.274426;portrait;0.1012115478515625;-0.3803558349609375;-0.8917236328125;
2022-10-24 03:25:20;1666571121.326488;portrait;0.0699462890625;-0.3541107177734375;-0.897247314453125;
2022-10-24 03:25:20;1666571121.378343;portrait;0.1068267822265625;-0.40814208984375;-0.99859619140625;
2022-10-24 03:25:20;1666571121.430023;portrait;0.088623046875;-0.3268280029296875;-0.9388427734375;
2022-10-24 03:25:20;1666571121.4819489;portrait;0.1343231201171875;-0.3859100341796875;-0.8694000244140625;
2022-10-24 03:25:20;1666571121.534941;portrait;0.2083587646484375;-0.3867034912109375;-0.90032958984375;
2022-10-24 03:25:20;1666571121.576443;portrait;0.1397857666015625;-0.37164306640625;-0.917724609375;
2022-10-24 03:25:20;1666571121.634908;portrait;0.1417083740234375;-0.3909912109375;-0.9090728759765625;
2022-10-24 03:25:20;1666571121.6853828;portrait;0.0819854736328125;-0.3643035888671875;-0.9098358154296875;
2022-10-24 03:25:20;1666571121.736922;portrait;0.0688934326171875;-0.3179931640625;-0.931793212890625;
2022-10-24 03:25:20;1666571121.786265;portrait;0.0464019775390625;-0.3447723388671875;-0.9380645751953125;
2022-10-24 03:25:20;1666571121.835969;portrait;0.0552520751953125;-0.3486480712890625;-0.9426116943359375;
2022-10-24 03:25:20;1666571121.886959;portrait;0.078582763671875;-0.330718994140625;-0.9451751708984375;
2022-10-24 03:25:20;1666571121.937776;portrait;0.10150146484375;-0.30035400390625;-0.945098876953125;
2022-10-24 03:25:20;1666571121.988122;portrait;0.111480712890625;-0.3057861328125;-0.929901123046875;
2022-10-24 03:25:20;1666571122.037658;portrait;0.098175048828125;-0.3235015869140625;-0.945648193359375;
2022-10-24 03:25:20;1666571122.079958;portrait;0.0985870361328125;-0.328765869140625;-0.95806884765625;
2022-10-24 03:25:20;1666571122.138757;portrait;0.0968170166015625;-0.3123016357421875;-0.953369140625;
2022-10-24 03:25:20;1666571122.187008;portrait;0.094818115234375;-0.30133056640625;-0.9463653564453125;
2022-10-24 03:25:20;1666571122.237689;portrait;0.0736541748046875;-0.301727294921875;-0.945098876953125;
2022-10-24 03:25:20;1666571122.288197;portrait;0.0487823486328125;-0.322601318359375;-0.9456787109375;
2022-10-24 03:25:20;1666571122.3404732;portrait;0.0294342041015625;-0.3362884521484375;-0.9214019775390625;
2022-10-24 03:25:20;1666571122.390454;portrait;0.0375823974609375;-0.341278076171875;-0.9097747802734375;
2022-10-24 03:25:20;1666571122.438415;portrait;0.0559234619140625;-0.3213653564453125;-0.9223480224609375;
2022-10-24 03:25:20;1666571122.4823952;portrait;0.0800628662109375;-0.3104705810546875;-0.9416656494140625;
2022-10-24 03:25:20;1666571122.5395;portrait;0.097412109375;-0.3099822998046875;-0.9504241943359375;
2022-10-24 03:25:20;1666571122.5902019;portrait;0.0878448486328125;-0.313507080078125;-0.959625244140625;
2022-10-24 03:25:20;1666571122.640569;portrait;0.0879364013671875;-0.31304931640625;-0.9586029052734375;
2022-10-24 03:25:20;1666571122.688374;portrait;0.0926666259765625;-0.3040008544921875;-0.94097900390625;
2022-10-24 03:25:20;1666571122.734291;portrait;0.097808837890625;-0.3011016845703125;-0.925079345703125;
2022-10-24 03:25:20;1666571122.789192;portrait;0.1031036376953125;-0.28704833984375;-0.8772430419921875;
2022-10-24 03:25:20;1666571122.840791;portrait;0.0775299072265625;-0.309356689453125;-0.934478759765625;
2022-10-24 03:25:20;1666571122.884941;portrait;0.1119537353515625;-0.3382720947265625;-0.9631805419921875;
2022-10-24 03:25:20;1666571122.941726;portrait;0.0906219482421875;-0.33099365234375;-0.9902496337890625;
2022-10-24 03:25:20;1666571122.9916859;portrait;0.10504150390625;-0.3035888671875;-0.9688568115234375;
2022-10-24 03:25:20;1666571123.042526;portrait;0.118988037109375;-0.2873992919921875;-0.940399169921875;
2022-10-24 03:25:20;1666571123.09249;portrait;0.11181640625;-0.280853271484375;-0.9269866943359375;
2022-10-24 03:25:20;1666571123.142476;portrait;0.0989990234375;-0.288177490234375;-0.9469451904296875;
2022-10-24 03:25:20;1666571123.1910481;portrait;0.0887298583984375;-0.2883148193359375;-0.9577484130859375;
2022-10-24 03:25:20;1666571123.245182;portrait;0.0748748779296875;-0.2821807861328125;-0.9471435546875;
2022-10-24 03:25:20;1666571123.291524;portrait;0.080413818359375;-0.2694091796875;-0.9498138427734375;
2022-10-24 03:25:20;1666571123.3426108;portrait;0.0802764892578125;-0.2617950439453125;-0.95037841796875;
2022-10-24 03:25:20;1666571123.395605;portrait;0.074737548828125;-0.257781982421875;-0.9600830078125;
2022-10-24 03:25:20;1666571123.4465961;portrait;0.0850830078125;-0.2540435791015625;-0.9643402099609375;
2022-10-24 03:25:20;1666571123.496536;portrait;0.092193603515625;-0.2441864013671875;-0.9606475830078125;
2022-10-24 03:25:20;1666571123.545187;portrait;0.09552001953125;-0.2364654541015625;-0.9560089111328125;
2022-10-24 03:25:20;1666571123.589494;portrait;0.0934295654296875;-0.2410888671875;-0.9474945068359375;
2022-10-24 03:25:20;1666571123.646702;portrait;0.0770721435546875;-0.234954833984375;-0.8737640380859375;
2022-10-24 03:25:20;1666571123.697614;portrait;0.0536346435546875;-0.2326812744140625;-0.8809967041015625;
2022-10-24 03:25:20;1666571123.747865;portrait;0.056640625;-0.251312255859375;-0.9135284423828125;
2022-10-24 03:25:20;1666571123.797758;portrait;0.0645904541015625;-0.268463134765625;-0.8922576904296875;
2022-10-24 03:25:20;1666571123.849551;portrait;0.04766845703125;-0.260223388671875;-0.866119384765625;
2022-10-24 03:25:20;1666571123.8990169;portrait;0.000823974609375;-0.2527923583984375;-0.875640869140625;
